Lintang (deg), Bujur (deg), Tanggal (dd/mm/yyy), Waktu Akuisisi (UTC), Tingkat Kepercayaan (%), Satelit, Kecamatan, Kabupaten, Provinsi
-3.58522058,105.24736786,2019-09-06,18:33:41,90,noaa20,Pedamaran , Kab. Ogan Komering Ilir , Sumatera Selatan 
-3.5951004,105.26314545,2019-09-06,18:33:41,90,noaa20,Pedamaran , Kab. Ogan Komering Ilir , Sumatera Selatan 
-9.1039,125.179,2019-09-07,04:41:08,82,snpp,Pedamaran , Kab. Ogan Komering Ilir , Sumatera Selatan 
-9.75205421,124.14591217,2019-09-07,05:29:27,83,noaa20,Mollo Selatan , Kab. Timor Tengah Selatan , Nusa Tenggara Timur 
-10.14820576,120.10354614,2019-09-07,05:29:27,83,noaa20,Tabundung , Kab. Sumba Timur , Nusa Tenggara Timur 
-10.08730793,120.05840302,2019-09-07,05:29:27,81,noaa20,Tabundung , Kab. Sumba Timur , Nusa Tenggara Timur 
-9.34167671,124.42245483,2019-09-07,05:29:27,81,noaa20,Miomaffo Timur , Kab. Timor Tengah Utara , Nusa Tenggara Timur 
-9.76032352,119.6623764,2019-09-07,05:29:27,90,noaa20,Katikutana , Kab. Sumba Tengah , Nusa Tenggara Timur 
-9.68696213,119.15464783,2019-09-07,05:29:27,82,noaa20,Walakaka , Kab. Sumba Barat , Nusa Tenggara Timur 
-9.41168404,119.94950104,2019-09-07,05:29:27,88,noaa20,Haharu , Kab. Sumba Timur , Nusa Tenggara Timur 
-9.39287853,119.93947601,2019-09-07,05:29:27,94,noaa20,Haharu , Kab. Sumba Timur , Nusa Tenggara Timur 
-9.3873148,119.93148041,2019-09-07,05:29:27,91,noaa20,Haharu , Kab. Sumba Timur , Nusa Tenggara Timur 
-8.30044174,124.9625473,2019-09-07,05:29:27,82,noaa20,Alor Timur , Kab. Alor , Nusa Tenggara Timur 
-8.28528404,124.95278168,2019-09-07,05:29:27,90,noaa20,Alor Timur , Kab. Alor , Nusa Tenggara Timur 
-8.90692806,120.94068146,2019-09-07,05:29:27,81,noaa20,Inerie , Kab. Ngada , Nusa Tenggara Timur 
-8.5245676,122.76881409,2019-09-07,05:30:53,90,noaa20,Wulanggitang , Kab. Flores Timur , Nusa Tenggara Timur 
-8.80530739,117.91719055,2019-09-07,05:30:53,81,noaa20,Empang , Kab. Sumbawa , Nusa Tenggara Barat 
-8.44866943,117.48656464,2019-09-07,05:30:53,84,noaa20,Moyo Utara , Kab. Sumbawa , Nusa Tenggara Barat 
-3.12156868,130.43348694,2019-09-07,05:30:53,83,noaa20,Bula , Kab. Seram Bagian Timur , Maluku 
-4.44747066,122.32219696,2019-09-07,05:30:53,83,noaa20,Palangga Selatan , Kab. Konawe Selatan , Sulawesi Tenggara 
-4.49505186,121.65453339,2019-09-07,05:30:53,82,noaa20,Watubangga , Kab. Kolaka , Sulawesi Tenggara 
-4.73748016,119.58409882,2019-09-07,05:30:53,89,noaa20,Marang , Kab. Pangkajene Kepulauan , Sulawesi Selatan 
-3.94380212,122.26686096,2019-09-07,05:30:53,83,noaa20,Uepai , Kab. Konawe , Sulawesi Tenggara 
-3.448699,116.25489044,2019-09-07,05:32:18,100,noaa20,Pulau Laut Timur , Kab. Kotabaru , Kalimantan Selatan 
-3.54144526,114.64772797,2019-09-07,05:32:18,83,noaa20,Bumimakmur , Kab. Tanah Laut , Kalimantan Selatan 
-3.122823,115.28669739,2019-09-07,05:32:18,86,noaa20,Sungai Pinang , Kab. Banjar , Kalimantan Selatan 
-3.03649068,115.38667297,2019-09-07,05:32:18,94,noaa20,Paramasan , Kab. Banjar , Kalimantan Selatan 
-2.85003376,115.46858215,2019-09-07,05:32:18,87,noaa20,Loksado , Kab. Hulu Sungai Selatan , Kalimantan Selatan 
-3.27476192,112.45135498,2019-09-07,05:32:18,88,noaa20,Seruyan Hilir , Kab. Seruyan , Kalimantan Tengah 
-3.0690949,113.60759735,2019-09-07,05:32:18,86,noaa20,Katingankuala , Kab. Katingan , Kalimantan Tengah 
-3.23241425,112.37727356,2019-09-07,05:32:18,100,noaa20,Seruyan Hilir , Kab. Seruyan , Kalimantan Tengah 
-3.30561852,111.87297058,2019-09-07,05:32:18,83,noaa20,Kumai , Kab. Kotawaringin Barat , Kalimantan Tengah 
-3.28755617,111.8703537,2019-09-07,05:32:18,87,noaa20,Kumai , Kab. Kotawaringin Barat , Kalimantan Tengah 
-3.24018002,111.83631897,2019-09-07,05:32:18,100,noaa20,Kumai , Kab. Kotawaringin Barat , Kalimantan Tengah 
-3.22342348,111.82460785,2019-09-07,05:32:18,84,noaa20,Kumai , Kab. Kotawaringin Barat , Kalimantan Tengah 
-2.74221563,114.92992401,2019-09-07,05:32:18,87,noaa20,Candi Laras Utara , Kab. Tapin , Kalimantan Selatan 
-2.9728322,113.24471283,2019-09-07,05:32:18,94,noaa20,Mendawai , Kab. Katingan , Kalimantan Tengah 
-2.94877958,113.24136353,2019-09-07,05:32:18,97,noaa20,Mendawai , Kab. Katingan , Kalimantan Tengah 
-2.74104571,114.20279694,2019-09-07,05:32:18,94,noaa20,Kahayan Hilir , Kab. Pulangpisau , Kalimantan Tengah 
-2.44375896,114.38370514,2019-09-07,05:32:18,87,noaa20,Mantangai , Kab. Kapuas , Kalimantan Tengah 
-1.52065015,120.38822937,2019-09-07,05:32:18,81,noaa20,Lore Piore , Kab. Poso , Sulawesi Tengah 
-2.8044796,111.67852783,2019-09-07,05:32:18,82,noaa20,Kumai , Kab. Kotawaringin Barat , Kalimantan Tengah 
-2.90075231,111.02050018,2019-09-07,05:32:18,83,noaa20,Pantai Lunci , Kab. Sukamara , Kalimantan Tengah 
-2.344805,114.11373138,2019-09-07,05:32:18,86,noaa20,Jabiren , Kab. Pulangpisau , Kalimantan Tengah 
-2.46719623,112.90660095,2019-09-07,05:32:18,100,noaa20,Baawang , Kab. Kotawaringin Timur , Kalimantan Tengah 
-2.760813,110.5746994,2019-09-07,05:32:18,84,noaa20,Kendawangan , Kab. Ketapang , Kalimantan Barat 
-2.27243996,113.81989288,2019-09-07,05:32:18,84,noaa20,Sabangau , Kota Palangkaraya , Kalimantan Tengah 
-2.76356792,110.34812927,2019-09-07,05:32:18,84,noaa20,Kendawangan , Kab. Ketapang , Kalimantan Barat 
-2.24410272,113.7956543,2019-09-07,05:32:18,81,noaa20,Jekan Raya , Kota Palangkaraya , Kalimantan Tengah 
-2.33546281,113.06135559,2019-09-07,05:32:18,81,noaa20,Cembaga , Kab. Kotawaringin Timur , Kalimantan Tengah 
-2.41683507,111.25482178,2019-09-07,05:32:18,92,noaa20,Sukamara , Kab. Sukamara , Kalimantan Tengah 
-2.05108309,113.18151093,2019-09-07,05:32:18,94,noaa20,Cempaga Hulu , Kab. Kotawaringin Timur , Kalimantan Tengah 
-1.64522517,115.70019531,2019-09-07,05:32:18,87,noaa20,Muarakomam , Kab. Paser , Kalimantan Timur 
-2.75199437,107.95389557,2019-09-07,05:32:18,91,noaa20,Badau , Kab. Belitung , Kep. Bangka Belitung 
-1.92243254,113.31919861,2019-09-07,05:32:18,81,noaa20,Katingan Hilir , Kab. Katingan , Kalimantan Tengah 
-1.91545272,113.31103516,2019-09-07,05:32:18,95,noaa20,Katingan Hilir , Kab. Katingan , Kalimantan Tengah 
-2.30338907,110.48892212,2019-09-07,05:32:18,100,noaa20,Kendawangan , Kab. Ketapang , Kalimantan Barat 
-2.30589986,110.15378571,2019-09-07,05:32:18,93,noaa20,Matan Hilir Selatan , Kab. Ketapang , Kalimantan Barat 
-2.30762362,110.14225769,2019-09-07,05:32:18,87,noaa20,Matan Hilir Selatan , Kab. Ketapang , Kalimantan Barat 
-2.29588175,110.15232849,2019-09-07,05:32:18,90,noaa20,Matan Hilir Selatan , Kab. Ketapang , Kalimantan Barat 
-2.19811535,110.60958099,2019-09-07,05:32:18,87,noaa20,Marau , Kab. Ketapang , Kalimantan Barat 
-2.82221127,106.12560272,2019-09-07,05:32:18,82,noaa20,Payung , Kab. Bangka Selatan , Kep. Bangka Belitung 
-2.19325399,110.18845367,2019-09-07,05:32:18,100,noaa20,Matan Hilir Selatan , Kab. Ketapang , Kalimantan Barat 
-2.18244314,110.19264984,2019-09-07,05:32:18,95,noaa20,Matan Hilir Selatan , Kab. Ketapang , Kalimantan Barat 
-2.18413424,110.18126678,2019-09-07,05:32:18,84,noaa20,Matan Hilir Selatan , Kab. Ketapang , Kalimantan Barat 
-2.17416,110.17977142,2019-09-07,05:32:18,95,noaa20,Matan Hilir Selatan , Kab. Ketapang , Kalimantan Barat 
-2.12080908,110.33556366,2019-09-07,05:32:18,95,noaa20,Matan Hilir Selatan , Kab. Ketapang , Kalimantan Barat 
-1.85346723,111.85289001,2019-09-07,05:32:18,99,noaa20,Arut Utara , Kab. Kotawaringin Barat , Kalimantan Tengah 
-1.96695399,110.19555664,2019-09-07,05:32:18,100,noaa20,Matan Hilir Selatan , Kab. Ketapang , Kalimantan Barat 
-1.95702183,110.19408417,2019-09-07,05:32:18,100,noaa20,Matan Hilir Selatan , Kab. Ketapang , Kalimantan Barat 
-1.5516336,112.24394989,2019-09-07,05:32:18,91,noaa20,Antangkalang , Kab. Kotawaringin Timur , Kalimantan Tengah 
-1.30325031,113.0098877,2019-09-07,05:32:18,88,noaa20,Sanaman Mantikei , Kab. Katingan , Kalimantan Tengah 
-0.6514557,116.94842529,2019-09-07,05:32:18,91,noaa20,Loakulu , Kab. Kutai Kartanegara , Kalimantan Timur 
-1.1356014,113.77581024,2019-09-07,05:32:18,92,noaa20,Kurun , Kab. Gunung Mas , Kalimantan Tengah 
-1.43444526,111.12427521,2019-09-07,05:32:18,100,noaa20,Hulu Sungai , Kab. Ketapang , Kalimantan Barat 
-1.50911188,110.17771149,2019-09-07,05:32:18,83,noaa20,Matan Hilir Utara , Kab. Ketapang , Kalimantan Barat 
-1.05467272,112.44540405,2019-09-07,05:32:18,87,noaa20,Katinga Hulu , Kab. Katingan , Kalimantan Tengah 
-1.03515887,112.31562042,2019-09-07,05:32:18,92,noaa20,Bukit Raya , Kab. Katingan , Kalimantan Tengah 
0.81316346,123.68442535,2019-09-07,05:32:18,83,noaa20,Sangkub , Kab. Bolaangmongondow Utara , Sulawesi Utara 
-0.7851181,112.85875702,2019-09-07,05:32:18,99,noaa20,Sanaman Mantikei , Kab. Katingan , Kalimantan Tengah 
0.7528109,122.89349365,2019-09-07,05:32:18,91,noaa20,Kwandang , Kab. Gorontalo Utara , Gorontalo 
-0.76885736,112.85644531,2019-09-07,05:32:18,82,noaa20,Sanaman Mantikei , Kab. Katingan , Kalimantan Tengah 
-0.64378679,113.64254761,2019-09-07,05:32:18,82,noaa20,Miri Manasa , Kab. Gunung Mas , Kalimantan Tengah 
-0.51013297,114.43914032,2019-09-07,05:32:18,91,noaa20,Tanah Siang , Kab. Murung Raya , Kalimantan Tengah 
0.70343518,122.28964996,2019-09-07,05:32:18,82,noaa20,Dulupi , Kab. Boalemo , Gorontalo 
-0.59298456,113.62754822,2019-09-07,05:32:18,99,noaa20,Miri Manasa , Kab. Gunung Mas , Kalimantan Tengah 
-0.18872353,115.38246918,2019-09-07,05:32:18,100,noaa20,Nyuatan , Kab. Kutai Barat , Kalimantan Timur 
-0.30158591,114.58454132,2019-09-07,05:32:18,98,noaa20,Laung Tuhup , Kab. Murung Raya , Kalimantan Tengah 
-0.07097349,115.49113464,2019-09-07,05:32:18,90,noaa20,Linggangbigung , Kab. Kutai Barat , Kalimantan Timur 
-0.49228835,112.70430756,2019-09-07,05:32:18,94,noaa20,Serawai , Kab. Sintang , Kalimantan Barat 
-0.47877005,112.30512238,2019-09-07,05:32:18,93,noaa20,Menukung , Kab. Sintang , Kalimantan Barat 
-0.46687219,112.32678223,2019-09-07,05:32:18,90,noaa20,Menukung , Kab. Sintang , Kalimantan Barat 
-0.33258462,112.99060059,2019-09-07,05:32:18,93,noaa20,Ambalau , Kab. Sintang , Kalimantan Barat 
-0.36642829,112.76608276,2019-09-07,05:32:18,100,noaa20,Serawai , Kab. Sintang , Kalimantan Barat 
-0.27006775,112.95933533,2019-09-07,05:32:18,96,noaa20,Ambalau , Kab. Sintang , Kalimantan Barat 
-0.27648288,112.91755676,2019-09-07,05:32:18,100,noaa20,Ambalau , Kab. Sintang , Kalimantan Barat 
0.13425443,115.41324615,2019-09-07,05:32:18,81,noaa20,Longhubung , Kab. Mahakam Ulu , Kalimantan Timur 
-0.51761329,110.85775757,2019-09-07,05:32:18,86,noaa20,Makap , Kab. Sekadau , Kalimantan Barat 
0.20337324,115.43429565,2019-09-07,05:32:18,100,noaa20,Longhubung , Kab. Mahakam Ulu , Kalimantan Timur 
-0.44906428,111.2143631,2019-09-07,05:32:18,91,noaa20,Sepauk , Kab. Sintang , Kalimantan Barat 
-0.45045587,111.20542908,2019-09-07,05:32:18,81,noaa20,Sepauk , Kab. Sintang , Kalimantan Barat 
-0.08299596,113.52297974,2019-09-07,05:32:18,87,noaa20,Seribu Riam , Kab. Murung Raya , Kalimantan Tengah 
-0.25579548,112.00830078,2019-09-07,05:32:18,88,noaa20,Pinoh Utara , Kab. Melawi , Kalimantan Barat 
-0.25819895,111.9923172,2019-09-07,05:32:18,89,noaa20,Pinoh Utara , Kab. Melawi , Kalimantan Barat 
-0.17003499,112.36852264,2019-09-07,05:32:18,91,noaa20,Kayan Hulu , Kab. Sintang , Kalimantan Barat 
0.40527433,115.95332336,2019-09-07,05:32:18,100,noaa20,Tabang , Kab. Kutai Kartanegara , Kalimantan Timur 
0.33496925,115.49241638,2019-09-07,05:32:18,81,noaa20,Longhubung , Kab. Mahakam Ulu , Kalimantan Timur 
0.32336041,115.41641235,2019-09-07,05:32:18,94,noaa20,Longhubung , Kab. Mahakam Ulu , Kalimantan Timur 
-0.14843483,112.28775787,2019-09-07,05:32:18,100,noaa20,Kayan Hulu , Kab. Sintang , Kalimantan Barat 
-0.02684324,112.86585999,2019-09-07,05:32:18,100,noaa20,Ambalau , Kab. Sintang , Kalimantan Barat 
-0.01987942,112.85756683,2019-09-07,05:32:18,92,noaa20,Ambalau , Kab. Sintang , Kalimantan Barat 
-0.19930094,111.66631317,2019-09-07,05:32:18,98,noaa20,Pinoh Utara , Kab. Melawi , Kalimantan Barat 
-0.18807052,111.68169403,2019-09-07,05:32:18,97,noaa20,Pinoh Utara , Kab. Melawi , Kalimantan Barat 
-0.19182688,111.65661621,2019-09-07,05:32:18,100,noaa20,Pinoh Utara , Kab. Melawi , Kalimantan Barat 
0.4941954,116.00630951,2019-09-07,05:32:18,100,noaa20,Tabang , Kab. Kutai Kartanegara , Kalimantan Timur 
0.42374918,115.45548248,2019-09-07,05:32:18,83,noaa20,Longbagun , Kab. Mahakam Ulu , Kalimantan Timur 
0.51456475,116.00328827,2019-09-07,05:32:18,85,noaa20,Tabang , Kab. Kutai Kartanegara , Kalimantan Timur 
0.52813792,116.00125885,2019-09-07,05:32:18,88,noaa20,Tabang , Kab. Kutai Kartanegara , Kalimantan Timur 
0.29252931,114.45704651,2019-09-07,05:32:18,95,noaa20,Uut Murung , Kab. Murung Raya , Kalimantan Tengah 
-0.02596933,112.26926422,2019-09-07,05:32:18,83,noaa20,Kayan Hulu , Kab. Sintang , Kalimantan Barat 
0.45029041,115.30323792,2019-09-07,05:32:18,84,noaa20,Longbagun , Kab. Mahakam Ulu , Kalimantan Timur 
0.44210196,115.24909973,2019-09-07,05:32:18,81,noaa20,Longbagun , Kab. Mahakam Ulu , Kalimantan Timur 
0.0059391,112.31098938,2019-09-07,05:32:18,83,noaa20,Kayan Hulu , Kab. Sintang , Kalimantan Barat 
-0.01238364,112.18952942,2019-09-07,05:32:18,100,noaa20,Kayan Hulu , Kab. Sintang , Kalimantan Barat 
-0.00987715,112.14902496,2019-09-07,05:32:18,87,noaa20,Kayan Hulu , Kab. Sintang , Kalimantan Barat 
0.6115154,116.01816559,2019-09-07,05:32:18,84,noaa20,Tabang , Kab. Kutai Kartanegara , Kalimantan Timur 
0.07716756,112.56517029,2019-09-07,05:32:18,81,noaa20,Ambalau , Kab. Sintang , Kalimantan Barat 
0.80588496,117.07015228,2019-09-07,05:32:18,100,noaa20,Rantaupulung , Kab. Kutai Timur , Kalimantan Timur 
0.09093989,112.1582489,2019-09-07,05:32:18,100,noaa20,Nanga Dangkan , Kab. Kapuas Hulu , Kalimantan Barat 
0.10765292,112.15518188,2019-09-07,05:32:18,83,noaa20,Nanga Dangkan , Kab. Kapuas Hulu , Kalimantan Barat 
0.10545547,112.14054108,2019-09-07,05:32:18,100,noaa20,Nanga Dangkan , Kab. Kapuas Hulu , Kalimantan Barat 
0.86660367,116.93319702,2019-09-07,05:33:42,93,noaa20,Telen , Kab. Kutai Timur , Kalimantan Timur 
0.14382206,112.24412537,2019-09-07,05:33:42,87,noaa20,Nanga Dangkan , Kab. Kapuas Hulu , Kalimantan Barat 
0.16386878,112.31822205,2019-09-07,05:33:42,94,noaa20,Nanga Dangkan , Kab. Kapuas Hulu , Kalimantan Barat 
0.15604761,112.10148621,2019-09-07,05:33:42,95,noaa20,Nanga Dangkan , Kab. Kapuas Hulu , Kalimantan Barat 
0.20221663,112.2354126,2019-09-07,05:33:42,94,noaa20,Nanga Dangkan , Kab. Kapuas Hulu , Kalimantan Barat 
0.00740229,110.82775879,2019-09-07,05:33:42,91,noaa20,Sekedauhilir , Kab. Sekadau , Kalimantan Barat 
0.21918873,112.1780014,2019-09-07,05:33:42,87,noaa20,Nanga Dangkan , Kab. Kapuas Hulu , Kalimantan Barat 
0.23666646,112.14595795,2019-09-07,05:33:42,83,noaa20,Nanga Dangkan , Kab. Kapuas Hulu , Kalimantan Barat 
0.25442466,112.14982605,2019-09-07,05:33:42,89,noaa20,Sejiram , Kab. Kapuas Hulu , Kalimantan Barat 
0.26646647,112.06050873,2019-09-07,05:33:42,82,noaa20,Nanga Dangkan , Kab. Kapuas Hulu , Kalimantan Barat 
0.29857993,112.15835571,2019-09-07,05:33:42,88,noaa20,Sejiram , Kab. Kapuas Hulu , Kalimantan Barat 
0.31049079,112.18049622,2019-09-07,05:33:42,86,noaa20,Sejiram , Kab. Kapuas Hulu , Kalimantan Barat 
0.29436749,112.01683807,2019-09-07,05:33:42,84,noaa20,Nanga Dangkan , Kab. Kapuas Hulu , Kalimantan Barat 
1.04145622,116.87799072,2019-09-07,05:33:42,85,noaa20,Muarawahau , Kab. Kutai Timur , Kalimantan Timur 
0.66143155,113.68157959,2019-09-07,05:33:42,86,noaa20,Kedamin , Kab. Kapuas Hulu , Kalimantan Barat 
0.66005278,113.67241669,2019-09-07,05:33:42,100,noaa20,Kedamin , Kab. Kapuas Hulu , Kalimantan Barat 
0.20517564,110.64653778,2019-09-07,05:33:42,99,noaa20,Kapuas , Kab. Sanggau , Kalimantan Barat 
0.63867706,113.18159485,2019-09-07,05:33:42,91,noaa20,Kalis , Kab. Kapuas Hulu , Kalimantan Barat 
0.55833972,112.60733032,2019-09-07,05:33:42,95,noaa20,Boyantanjung , Kab. Kapuas Hulu , Kalimantan Barat 
0.4693833,112.02980804,2019-09-07,05:33:42,85,noaa20,Sejiram , Kab. Kapuas Hulu , Kalimantan Barat 
0.94029707,114.76576996,2019-09-07,05:33:42,85,noaa20,Longpahangai , Kab. Mahakam Ulu , Kalimantan Timur 
0.75288737,113.51820374,2019-09-07,05:33:42,90,noaa20,Kedamin , Kab. Kapuas Hulu , Kalimantan Barat 
0.75137174,113.50800323,2019-09-07,05:33:42,83,noaa20,Kedamin , Kab. Kapuas Hulu , Kalimantan Barat 
0.76232117,113.38245392,2019-09-07,05:33:42,85,noaa20,Kedamin , Kab. Kapuas Hulu , Kalimantan Barat 
0.42159337,111.13877106,2019-09-07,05:33:42,85,noaa20,Belitang Hulu , Kab. Sekadau , Kalimantan Barat 
1.3138988,116.75000763,2019-09-07,05:33:42,93,noaa20,Muarawahau , Kab. Kutai Timur , Kalimantan Timur 
0.81946063,113.34481049,2019-09-07,05:33:42,95,noaa20,Kedamin , Kab. Kapuas Hulu , Kalimantan Barat 
0.88715088,112.79167938,2019-09-07,05:33:42,81,noaa20,Embaloh Hilir , Kab. Kapuas Hulu , Kalimantan Barat 
0.67708206,111.15773773,2019-09-07,05:33:42,97,noaa20,Belitang Hulu , Kab. Sekadau , Kalimantan Barat 
1.65037441,117.04415894,2019-09-07,05:33:42,90,noaa20,Kelay , Kab. Berau , Kalimantan Timur 
0.71310097,110.99010468,2019-09-07,05:33:42,94,noaa20,Jangkang , Kab. Sanggau , Kalimantan Barat 
0.7116968,110.98117828,2019-09-07,05:33:42,99,noaa20,Jangkang , Kab. Sanggau , Kalimantan Barat 
0.81795192,111.48738861,2019-09-07,05:33:42,95,noaa20,Ketungau Tengah , Kab. Sintang , Kalimantan Barat 
1.08397472,112.76873779,2019-09-07,05:33:42,98,noaa20,Embaloh Hilir , Kab. Kapuas Hulu , Kalimantan Barat 
0.91197145,111.39646149,2019-09-07,05:33:42,100,noaa20,Ketungau Tengah , Kab. Sintang , Kalimantan Barat 
1.88122892,117.2677536,2019-09-07,05:33:42,81,noaa20,Sambaliung , Kab. Berau , Kalimantan Timur 
0.99276286,111.10419464,2019-09-07,05:33:42,84,noaa20,Ketungau Hulu , Kab. Sintang , Kalimantan Barat 
2.03705001,117.35621643,2019-09-07,05:33:42,95,noaa20,Sambaliung , Kab. Berau , Kalimantan Timur 
2.08441496,117.13072205,2019-09-07,05:33:42,94,noaa20,Segah , Kab. Berau , Kalimantan Timur 
2.27018785,117.19367218,2019-09-07,05:33:42,100,noaa20,Segah , Kab. Berau , Kalimantan Timur 
2.4325645,117.90739441,2019-09-07,05:33:42,95,noaa20,Tanungpalas Timur , Kab. Bulungan , Kalimantan Utara 
1.06902039,109.15232849,2019-09-07,05:33:42,83,noaa20,Selakau Timur , Kab. Sambas , Kalimantan Barat 
2.69592881,117.09166718,2019-09-07,05:33:42,81,noaa20,Tanjungpalas Barat , Kab. Bulungan , Kalimantan Utara 
2.76583099,117.05940247,2019-09-07,05:33:42,88,noaa20,Tanjungpalas Barat , Kab. Bulungan , Kalimantan Utara 
3.64971066,116.7090683,2019-09-07,05:33:42,85,noaa20,Malinau Utara , Kab. Malinau , Kalimantan Utara 
3.6695354,116.70606232,2019-09-07,05:33:42,100,noaa20,Malinau Utara , Kab. Malinau , Kalimantan Utara 
3.68275261,116.70407867,2019-09-07,05:33:42,81,noaa20,Malinau Utara , Kab. Malinau , Kalimantan Utara 
3.78222871,116.82209015,2019-09-07,05:33:42,83,noaa20,Sembakung , Kab. Nunukan , Kalimantan Utara 
3.95593166,115.77961731,2019-09-07,05:33:42,84,noaa20,Krayan , Kab. Nunukan , Kalimantan Utara 
-3.44598,116.254,2019-09-07,06:23:32,84,snpp,Pulau Laut Timur , Kab. Kotabaru , Kalimantan Selatan 
-4.51666,105.016,2019-09-07,06:23:32,97,snpp,Tulang Bawang Udik , Kab. Tulang Bawang Barat , Lampung 
-4.61618,103.4,2019-09-07,06:23:32,100,snpp,Kaur Tengah , Kab. Kaur , Bengkulu 
-3.30423,111.867,2019-09-07,06:23:32,100,snpp,Kumai , Kab. Kotawaringin Barat , Kalimantan Tengah 
-4.19345,104.202,2019-09-07,06:23:32,97,snpp,Batu Raja Timur , Kab. Ogan Komering Ulu , Sumatera Selatan 
-4.23118,103.571,2019-09-07,06:23:32,100,snpp,Semende Darat Ulu , Kab. Lahat , Sumatera Selatan 
-3.02272,110.977,2019-09-07,06:23:32,100,snpp,Pantai Lunci , Kab. Sukamara , Kalimantan Tengah 
-2.92383,111.493,2019-09-07,06:23:32,83,snpp,Kumai , Kab. Kotawaringin Barat , Kalimantan Tengah 
-4.13325,103.502,2019-09-07,06:23:32,99,snpp,Semende Darat Tengah , Kab. Lahat , Sumatera Selatan 
-2.97248,110.718,2019-09-07,06:23:32,82,snpp,Kendawangan , Kab. Ketapang , Kalimantan Barat 
-2.90734,111.027,2019-09-07,06:23:32,100,snpp,Pantai Lunci , Kab. Sukamara , Kalimantan Tengah 
-2.90024,111.018,2019-09-07,06:23:32,96,snpp,Pantai Lunci , Kab. Sukamara , Kalimantan Tengah 
-3.80022,105.193,2019-09-07,06:23:32,100,snpp,Mesuji , Kab. Ogan Komering Ilir , Sumatera Selatan 
-2.73287,111.123,2019-09-07,06:23:32,100,snpp,Manisamata , Kab. Ketapang , Kalimantan Barat 
-2.82486,110.28,2019-09-07,06:23:32,92,snpp,Kendawangan , Kab. Ketapang , Kalimantan Barat 
-2.76477,110.354,2019-09-07,06:23:32,100,snpp,Kendawangan , Kab. Ketapang , Kalimantan Barat 
-2.68245,110.819,2019-09-07,06:23:32,93,snpp,Kendawangan , Kab. Ketapang , Kalimantan Barat 
-2.75683,110.352,2019-09-07,06:23:32,82,snpp,Kendawangan , Kab. Ketapang , Kalimantan Barat 
-3.05166,108.203,2019-09-07,06:23:32,96,snpp,Gantung , Kab. Belitung Timur , Kep. Bangka Belitung 
-3.68973,103.723,2019-09-07,06:23:32,81,snpp,Merapi , Kab. Lahat , Sumatera Selatan 
-3.46127,105.062,2019-09-07,06:23:32,95,snpp,Pedamaran , Kab. Ogan Komering Ilir , Sumatera Selatan 
-2.51911,110.859,2019-09-07,06:23:32,87,snpp,Manisamata , Kab. Ketapang , Kalimantan Barat 
-2.55302,110.43,2019-09-07,06:23:32,93,snpp,Kendawangan , Kab. Ketapang , Kalimantan Barat 
-2.55464,110.42,2019-09-07,06:23:32,84,snpp,Kendawangan , Kab. Ketapang , Kalimantan Barat 
-2.54664,110.419,2019-09-07,06:23:32,94,snpp,Kendawangan , Kab. Ketapang , Kalimantan Barat 
-2.85264,107.858,2019-09-07,06:23:32,99,snpp,Gantung , Kab. Belitung Timur , Kep. Bangka Belitung 
-3.43152,103.522,2019-09-07,06:23:32,100,snpp,Muara Lakitan , Kab. Musi Rawas , Sumatera Selatan 
-2.74354,107.958,2019-09-07,06:23:32,97,snpp,Badau , Kab. Belitung , Kep. Bangka Belitung 
-2.74472,107.951,2019-09-07,06:23:32,87,snpp,Badau , Kab. Belitung , Kep. Bangka Belitung 
-2.32427,110.254,2019-09-07,06:23:32,100,snpp,Kendawangan , Kab. Ketapang , Kalimantan Barat 
-3.43949,102.986,2019-09-07,06:23:32,99,snpp,Padang Ulak Tanding , Kab. Rejang Lebong , Bengkulu 
-2.92616,106.362,2019-09-07,06:23:32,84,snpp,Toboali , Kab. Bangka Selatan , Kep. Bangka Belitung 
-3.37109,103.3,2019-09-07,06:23:32,100,snpp,Cecar , Kab. Musi Rawas , Sumatera Selatan 
-2.30525,110.151,2019-09-07,06:23:32,100,snpp,Matan Hilir Selatan , Kab. Ketapang , Kalimantan Barat 
-2.89545,106.3,2019-09-07,06:23:32,81,snpp,Air Gegas , Kab. Bangka Selatan , Kep. Bangka Belitung 
-3.34769,103.312,2019-09-07,06:23:32,95,snpp,Cecar , Kab. Musi Rawas , Sumatera Selatan 
-2.29738,110.149,2019-09-07,06:23:32,83,snpp,Matan Hilir Selatan , Kab. Ketapang , Kalimantan Barat 
-2.83338,106.305,2019-09-07,06:23:32,90,snpp,Air Gegas , Kab. Bangka Selatan , Kep. Bangka Belitung 
-2.83445,106.298,2019-09-07,06:23:32,81,snpp,Air Gegas , Kab. Bangka Selatan , Kep. Bangka Belitung 
-2.8287,106.118,2019-09-07,06:23:32,100,snpp,Payung , Kab. Bangka Selatan , Kep. Bangka Belitung 
-2.18416,110.185,2019-09-07,06:23:32,96,snpp,Matan Hilir Selatan , Kab. Ketapang , Kalimantan Barat 
-2.79997,106.128,2019-09-07,06:23:32,87,snpp,Payung , Kab. Bangka Selatan , Kep. Bangka Belitung 
-3.07666,104.256,2019-09-07,06:23:32,86,snpp,Gelumbang , Kab. Muara Enim , Sumatera Selatan 
